sample,id,Region,Spawn,old_id,Period,Year,Inversion,PC1,PC2
ND206,dynekilen_12,Skagerrak & Kattegat,NA,ND206,Between Sillperiods,1874,South,0.0733568405193494,0.0674331223444917
ND319,stavanger_8,Norway,NA,ND319,Between Sillperiods,1872,South,0.0855775433649977,0.0398966867550019
ND320,stavanger_9,Norway,NA,ND320,Between Sillperiods,1872,South,0.0843392378351107,0.0382640305578022
ND321,stavanger_10,Norway,NA,ND321,Between Sillperiods,1872,North,-0.0384659483140406,0.124553751944866
ND322,haugesund_4,Norway,NA,ND322,Between Sillperiods,1873,North,-0.0400137895074621,0.114839678629786
ND323,haugesund_5,Norway,NA,ND323,Between Sillperiods,1873,North,-0.0377100933177373,0.121632985756871
ND324,foldfjorden_1,Norway,NA,ND324,Between Sillperiods,1875,North,-0.0358988149071518,0.125769518763579
ND325,foldfjorden_2,Norway,NA,ND325,Between Sillperiods,1875,North,-0.0347927876759113,0.123245329121646
ND326,foldfjorden_3,Norway,NA,ND326,Between Sillperiods,1875,North,-0.0346197639570294,0.128712625530323
ND328,foldfjorden_4,Norway,NA,ND328,Between Sillperiods,1875,North,-0.0355243993572461,0.129778627079279
ND329,foldfjorden_5,Norway,NA,ND329,Between Sillperiods,1875,North,-0.0354139758353464,0.127880477733304
ND330,foldfjorden_6,Norway,NA,ND330,Between Sillperiods,1875,North,-0.0349384725786813,0.130832427641769
ND331,foldfjorden_7,Norway,NA,ND331,Between Sillperiods,1875,North,-0.0348110274021438,0.128663917085897
ND332,foldfjorden_8,Norway,NA,ND332,Between Sillperiods,1875,North,-0.0348257721646198,0.13069501787599
ND333,foldfjorden_9,Norway,NA,ND333,Between Sillperiods,1875,North,-0.0332612786623823,0.129593890465233
ND334,foldfjorden_10,Norway,NA,ND334,Between Sillperiods,1875,North,-0.0329917350136901,0.127347271173168
ND335,foldfjorden_11,Norway,NA,ND335,Between Sillperiods,1875,North,-0.0335983023056511,0.128369418857325
ND336,foldfjorden_12,Norway,NA,ND336,Between Sillperiods,1875,North,-0.0346339586041096,0.12674413541843
ND337,foldfjorden_13,Norway,NA,ND337,Between Sillperiods,1875,North,-0.0361555193884245,0.128710257873928
ND342,foldfjorden_14,Norway,NA,ND342,Between Sillperiods,1875,North,-0.0335739145786875,0.129532994055477
ND343,foldfjorden_15,Norway,NA,ND343,Between Sillperiods,1875,North,-0.0354254280523796,0.125774901861962
ND440,nyalodose_1,Skagerrak & Kattegat,NA,ND440,Before 1700s,1500,South,0.0845384230664952,0.0242170314051036
ND443,masthugget_1,Skagerrak & Kattegat,NA,ND443,1747–1805 Sillperiod,1740,South,0.0856366592552155,0.0236009720024153
ND448,masthugget_2,Skagerrak & Kattegat,NA,ND448,1747–1805 Sillperiod,1740,North,-0.0419870322730208,0.108459021181775
ND450,masthugget_3,Skagerrak & Kattegat,NA,ND450,1747–1805 Sillperiod,1740,South,0.0858415656921862,0.0237315624422353
ND454,masthugget_4,Skagerrak & Kattegat,NA,ND454,1747–1805 Sillperiod,1740,South,0.0850250959306492,0.0247775231630492
ND455,masthugget_5,Skagerrak & Kattegat,NA,ND455,1747–1805 Sillperiod,1740,South,0.0859351508541362,0.0284697858200921
ND456,masthugget_6,Skagerrak & Kattegat,NA,ND456,1747–1805 Sillperiod,1740,South,0.0852529707828686,0.0258788636125503
ND459,norway_1,Norway,NA,ND459,1877–1906 Sillperiod,1883,South,0.0856676675777691,0.0357384857310792
ND460,norway_2,Norway,NA,ND460,1877–1906 Sillperiod,1883,South,0.0859505178491099,0.0372963359911481
ND461,norway_3,Norway,NA,ND461,1877–1906 Sillperiod,1882,Het,0.0429148800432578,0.0721015225509716
ND463,norway_4,Norway,NA,ND463,1877–1906 Sillperiod,1883,North,-0.0383108034377278,0.124125376446324
ND464,masthugget_7,Skagerrak & Kattegat,NA,ND464,1747–1805 Sillperiod,1740,South,0.0861275055651427,0.0255822551459515
ND467,masthugget_8,Skagerrak & Kattegat,NA,ND467,1747–1805 Sillperiod,1740,South,0.0855166150082272,0.0234070896095574
NorthSea13,northsea_18,North Sea,autumn,NorthSea13,Present-day,1979,South,0.0793880492669648,-0.0547537132220776
NorthSea19,northsea_19,North Sea,autumn,NorthSea19,Present-day,1979,South,0.0792529124553318,-0.055641243598208
NorthSea34,northsea_20,North Sea,autumn,NorthSea34,Present-day,1979,South,0.0789540757556885,-0.0530536602733713
NSSH33,norwegian_38,Norway,spring,NSSH33,Present-day,2017,North,-0.0540626921779114,-0.0387544439562047
NSSH34,norwegian_39,Norway,spring,NSSH34,Present-day,2017,North,-0.0545965688042992,-0.0404614112904439
NSSH36,norwegian_40,Norway,spring,NSSH36,Present-day,2017,North,-0.0524104238393514,-0.0362199882766107
Z12,isleofman_1,Britain & Ireland,autumn,Z12,Present-day,2015,South,0.0783854940891593,-0.0540901397172016
Z14,isleofman_2,Britain & Ireland,autumn,Z14,Present-day,2015,South,0.0788221759425893,-0.0525771810410725
Z4,isleofman_3,Britain & Ireland,autumn,Z4,Present-day,2015,South,0.0790465327963163,-0.0567446024079733
