sample_id,species,region,location,spawn,year,x,y,study,wg.depth,new.id
ND433,clupea_harengus,TRANS,Nya_Lödöse,UNKNOWN,1500,12.1562058,58.0327409,current,NA,
ND434,clupea_harengus,TRANS,Nya_Lödöse,UNKNOWN,1500,12.1562058,58.0327409,current,NA,
ND435,clupea_harengus,TRANS,Nya_Lödöse,UNKNOWN,1500,12.1562058,58.0327409,current,NA,
ND436,clupea_harengus,TRANS,Nya_Lödöse,UNKNOWN,1500,12.1562058,58.0327409,current,NA,
ND437,clupea_harengus,TRANS,Nya_Lödöse,UNKNOWN,1500,12.1562058,58.0327409,current,NA,
ND438,clupea_harengus,TRANS,Nya_Lödöse,UNKNOWN,1500,12.1562058,58.0327409,current,NA,
ND439,clupea_harengus,TRANS,Nya_Lödöse,UNKNOWN,1500,12.1562058,58.0327409,current,NA,
ND440,clupea_harengus,TRANS,Nya_Lödöse,UNKNOWN,1500,12.1562058,58.0327409,current,2.685054,nyalodose_1
ND441,clupea_harengus,TRANS,Nya_Lödöse,UNKNOWN,1500,12.1562058,58.0327409,current,NA,
ND442,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND443,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,2.602089,masthugget_1
ND444,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND445,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND446,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND447,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND448,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,4.608677,masthugget_2
ND449,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND450,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,2.894514,masthugget_3
ND451,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND452,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND453,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND454,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,2.438992,masthugget_4
ND455,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,6.682945,masthugget_5
ND456,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,6.440118,masthugget_6
ND457,clupea_harengus,NE-ATL,St._Andrews__West_Coast_of_Scotland,UNKNOWN,1889,-2.7967214,56.3397753,current,NA,
ND458,clupea_harengus,NE-ATL,St._Andrews__West_Coast_of_Scotland,UNKNOWN,UNKNOWN,-2.7967214,56.3397753,current,NA,
ND458x,clupea_harengus,NE-ATL,St._Andrews__West_Coast_of_Scotland,UNKNOWN,UNKNOWN,-2.7967214,56.3397753,current,NA,
ND459,clupea_harengus,UNKNOWN,Norway_unknown,UNKNOWN,1883,9.6931,61.86495,current,7.637632,norway_1
ND460,clupea_harengus,UNKNOWN,Norway_unknown,UNKNOWN,1883,9.6931,61.86495,current,9.412157,norway_2
ND461,clupea_harengus,UNKNOWN,Norway_unknown,UNKNOWN,1882,9.6931,61.86495,current,1.404291,norway_3
ND463,clupea_harengus,UNKNOWN,Norway_unknown,UNKNOWN,1883,9.6931,61.86495,current,12.842253,norway_4
ND464,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,2.314271,masthugget_7
ND465,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND466,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
ND467,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,3.042388,masthugget_8
ND468,clupea_harengus,TRANS,Masthugget,UNKNOWN,1740,11.9470565,57.6965823,current,NA,
NorthSea13,clupea_harengus,NE-ATL,NorthSea,autumn,1979,6.166666666666670,58.1,Han_2020,16.585388,northsea_18
NorthSea19,clupea_harengus,NE-ATL,NorthSea,autumn,1979,6.166666666666670,58.1,Han_2020,17.174773,northsea_19
NorthSea34,clupea_harengus,NE-ATL,NorthSea,autumn,1979,6.166666666666670,58.1,Han_2020,17.043564,northsea_20
NS1,clupea_harengus,NE-ATL,NorthSea,autumn,2014,6.166666666666670,58.1,Lamichhaney_2017,0.102607,northsea_21
NS2,clupea_harengus,NE-ATL,NorthSea,autumn,2014,6.166666666666670,58.1,Lamichhaney_2017,0.062559,northsea_22
NS3,clupea_harengus,NE-ATL,NorthSea,autumn,2014,6.166666666666670,58.1,Lamichhaney_2017,0.040247,northsea_23
NsFA,clupea_harengus,NW-ATL,Canada(Northumberland Strait),autumn,2014,-62.6,45.733333333333300,Lamichhaney_2017,0.217200,northumberland_1
NsFB,clupea_harengus,NW-ATL,Canada(Northumberland Strait),autumn,2014,-62.6,45.733333333333300,Lamichhaney_2017,0.019399,northumberland_2
NsSA,clupea_harengus,NW-ATL,Canada(Northumberland Strait),spring,2014,-64.15,46.31666666666670,Lamichhaney_2017,0.061869,northumberland_3
NsSB,clupea_harengus,NW-ATL,Canada(Northumberland Strait),spring,2014,-64.15,46.31666666666670,Lamichhaney_2017,0.020538,northumberland_4
NSSH33,clupea_harengus,NE-ATL,NorwegianSea,spring,2017,6.166666666666670,58.1,Han_2020,9.715846,norwegian_38
NSSH34,clupea_harengus,NE-ATL,NorwegianSea,spring,2017,6.166666666666670,58.1,Han_2020,12.091132,norwegian_39
NSSH36,clupea_harengus,NE-ATL,NorwegianSea,spring,2017,6.166666666666670,58.1,Han_2020,9.768813,norwegian_40
Pacific16,clupea_pallasii,E-PACIFIC,Pacific_BC,NA,2012,-123.87275,49.35685,Han_2020,42.296821,britishcolumbia_1
Pacific3,clupea_pallasii,E-PACIFIC,Pacific_BC,NA,2012,-123.87272,49.35685,Han_2020,35.619914,britishcolumbia_2
Pacific30,clupea_pallasii,E-PACIFIC,Pacific_BC,NA,2012,-123.87269,49.35685,Han_2020,18.928262,britishcolumbia_3
Pacific35,clupea_pallasii,E-PACIFIC,Pacific_BC,NA,2012,-123.87266,49.35685,Han_2020,34.018063,britishcolumbia_4
Pacific44,clupea_pallasii,E-PACIFIC,Pacific_BC,NA,2012,-123.87263,49.35685,Han_2020,42.173536,britishcolumbia_5
Pacific5,clupea_pallasii,E-PACIFIC,Pacific_BC,NA,2012,-123.8726,49.35685,Han_2020,43.835676,britishcolumbia_6
PH1,clupea_pallasii,E-PACIFIC,Pacific_BC,spring,2014,-123.87275,49.35685,Lamichhaney_2017,0.192190,britishcolumbia_7
PH2,clupea_pallasii,E-PACIFIC,Pacific_BC,spring,2014,-123.87275,49.35685,Lamichhaney_2017,0.207011,britishcolumbia_8
PH3,clupea_pallasii,E-PACIFIC,Pacific_BC,spring,2014,-123.87275,49.35685,Lamichhaney_2017,0.084547,britishcolumbia_9
PH4,clupea_pallasii,E-PACIFIC,Pacific_BC,spring,2014,-123.87275,49.35685,Lamichhaney_2017,0.155752,britishcolumbia_10
PH5,clupea_pallasii,E-PACIFIC,Pacific_BC,spring,2014,-123.87275,49.35685,Lamichhaney_2017,0.161570,britishcolumbia_11
PH6,clupea_pallasii,E-PACIFIC,Pacific_BC,spring,2014,-123.87275,49.35685,Lamichhaney_2017,0.212894,britishcolumbia_12
Z12,clupea_harengus,NE-ATL,IsleofMan,autumn,2015,-4.616666666666670,54.1,Han_2020,10.462755,isleofman_1
Z14,clupea_harengus,NE-ATL,IsleofMan,autumn,2015,-4.616666666666670,54.1,Han_2020,11.615527,isleofman_2
Z4,clupea_harengus,NE-ATL,IsleofMan,autumn,2015,-4.616666666666670,54.1,Han_2020,16.106709,isleofman_3
